step,simulated_time_sec,velocity_clicks_per_min,toxicity,expected_reward,rpe,dopamine_level,dopamine_baseline,tolerance,risk_index,control_signal_u,intervention_type,interaction_type
28,464.21117344441876,9.140432478892565,0.1956486143210022,0.08902994729096927,0.022466556075719485,0.05616639018929871,0.2,0.08902994729096927,0.08963899219944213,0.24487047852651392,none,click
29,470.42590041036215,48.27243443581602,0.20949682364547612,0.09663584804862316,0.0760590075765388,0.19014751894134702,0.2,0.09663584804862316,0.20018251424333153,0.30364872706844437,friction,click
30,484.22107040153935,17.39739344665513,0.23023988211051227,0.10065893153011835,0.040230834814951905,0.10057708703737976,0.2,0.10065893153011835,0.14285138701965147,0.2705945166956169,none,click
31,489.7857109381788,43.129470523703986,0.3224461758005944,0.11210653098259923,0.11447599452480886,0.28618998631202214,0.2,0.11210653098259923,0.28218116079953515,0.3460982632091958,friction,click
32,497.69715621953554,37.919746560966175,0.3421014481352173,0.12274091861122095,0.10634387628621714,0.26585969071554283,0.2,0.12274091861122095,0.27328294928729513,0.33641652936005423,friction,click
33,513.8020173807225,7.451166377590549,0.37354517994378855,0.13007548154448711,0.07334562933266152,0.1833640733316538,0.2,0.13007548154448711,0.2040456643771447,0.3011630013062421,friction,click
34,570.1163587762181,4.261791828736487,0.42830989800356056,0.13901615226880848,0.08940670724321378,0.22351676810803445,0.2,0.13901615226880848,0.2674361085855561,0.3339431850237342,friction,click
35,576.7040880963898,18.215684671888148,0.4147450376988533,0.1481287495108563,0.09112597242047835,0.22781493105119588,0.2,0.1481287495108563,0.3254582306445082,0.3644906364546202,friction,click
36,581.8393253602151,23.36795630560803,0.45628273245462597,0.15905100572070296,0.1092225620984667,0.27305640524616676,0.2,0.15905100572070296,0.3603559384233273,0.3815371160625659,friction,click
37,602.0198054602336,5.946340196331118,0.4768030440531189,0.16772934987583,0.08678344155127038,0.21695860387817595,0.2,0.16772934987583,0.29907073321894645,0.34892799547756126,friction,click
38,639.1328412510506,8.083413108291962,0.5266254099207731,0.17829811202282214,0.1056876214699215,0.26421905367480375,0.2,0.17829811202282214,0.32332178384074467,0.36179157942736306,friction,click
39,1037.2017535550654,0.6029106835067448,0.5689185946155598,0.18898959438675625,0.10691482363934118,0.26728705909835293,0.2,0.18898959438675625,0.33637444389495846,0.36819377993764163,friction,click
40,1048.4447882619793,16.00991233170438,0.501575999806615,0.19717067397987442,0.08181079593118176,0.20452698982795442,0.2,0.19717067397987442,0.31719434771582844,0.35825598312642365,friction,click
41,1067.360863649681,3.171905311765103,0.5957784253973157,0.2076390160157234,0.10468342035848982,0.2617085508962246,0.2,0.2076390160157234,0.3717643730931465,0.3864591563910982,friction,click
42,1073.6241831655627,9.579584731045538,0.5420573080808588,0.2151754279095747,0.07536411893851294,0.18841029734628234,0.2,0.2151754279095747,0.3281158162045501,0.3626641246052678,friction,click
43,1080.001812654243,18.815768494075996,0.522358826724712,0.22212779751661232,0.06952369607037631,0.1738092401759408,0.2,0.22212779751661232,0.30037528359493243,0.3493177093983246,friction,click
44,1089.285529686031,6.462928565633465,0.538880217113504,0.22766689469133047,0.055390971747181494,0.13847742936795374,0.2,0.22766689469133047,0.2917974536533251,0.34571393381946003,friction,click
45,1098.2981786187224,33.286551183837936,0.4925972204206448,0.2336908851412094,0.060239904498789326,0.15059976124697333,0.2,0.2336908851412094,0.2837483231227076,0.34169554303109195,friction,click
46,1103.7259246497358,22.10862470615558,0.4787941346609361,0.2370250814484047,0.03334196307195314,0.08335490767988285,0.2,0.2370250814484047,0.1974397725815663,0.29553961403603923,none,click
47,1108.965962038312,45.80119991571545,0.3827515263385252,0.23818529960995494,0.011602181615502222,0.029005454038755554,0.2,0.23818529960995494,0.16505230570705964,0.28128999881596073,none,click
48,1117.0908708217833,22.154094870108423,0.3817873359185639,0.2362253983036512,-0.019599013063037463,0.0,0.2,0.2362253983036512,0.1589682193994494,0.2793343458938839,none,click
49,1133.32379688136,0.0,0.3987906502138167,0.23254239098397692,-0.036830073196742835,0.0,0.2,0.23254239098397692,0.1853188803467742,0.29298409711879075,none,click
50,1143.1141969463636,24.513809283228337,0.49758557646455615,0.23723165686921058,0.046892658852336594,0.11723164713084148,0.2,0.23723165686921058,0.25095257217356043,0.3268170625901103,friction,click
51,1163.5896275322743,11.721365223212713,0.4311837259414245,0.23653284813226233,-0.006988087369482421,0.0,0.2,0.23653284813226233,0.19281510347048286,0.29583967631538993,none,click
52,1173.2666427394117,12.400517869548485,0.4879559806763636,0.23882742708654783,0.02294578954285509,0.05736447385713772,0.2,0.23882742708654783,0.2045537293937461,0.30251947309774874,friction,click
53,1196.7285113522755,2.557341062216284,0.5028958379492791,0.24040914390813403,0.01581716821586207,0.03954292053965518,0.2,0.24040914390813403,0.24235066908703523,0.32149753342986354,friction,click
54,1203.032084892445,57.110462455288555,0.44949433439460745,0.24598175404396208,0.055726101358280405,0.139315253395701,0.2,0.24598175404396208,0.2880234982309419,0.34546085822327643,friction,click
55,1210.6152436953444,7.912270013000376,0.4129581691828547,0.24302052085033365,-0.029612331936284264,0.0,0.2,0.24302052085033365,0.15852891440447853,0.2758491368273856,none,click
56,1216.9438992308703,47.403433211990155,0.3792586793611469,0.2436068318848564,0.0058631103452274624,0.014657775863068656,0.2,0.2436068318848564,0.17342770602308086,0.28718468892716165,none,click
57,1223.03023470908,19.716297340102827,0.3506750335573381,0.2392444375417505,-0.043623943431058826,0.0,0.2,0.2392444375417505,0.14258056729619514,0.27027663138271313,none,click
58,1229.221975588766,9.690327997550632,0.3345667144184882,0.2332596205081937,-0.059848170335568135,0.0,0.2,0.2332596205081937,0.1350241543915091,0.2672679967973168,none,click
59,1235.7525491777033,9.187554382916813,0.4177645543734228,0.23197033047391008,-0.0128929003428363,0.0,0.2,0.23197033047391008,0.19460311789930346,0.2991261755073373,none,click
60,1240.766024717872,47.870982530400504,0.43129186818400367,0.23632176365201932,0.043514331781092375,0.10878582945273094,0.2,0.23632176365201932,0.23461996235827187,0.3189063525641501,friction,click
61,1246.8674488713518,68.8363879374723,0.43832148939029797,0.24321021024851633,0.06888446596497003,0.17221116491242505,0.2,0.24321021024851633,0.3045197396958912,0.354551130890591,friction,click
62,1252.79303446093,40.502326119820395,0.36536806052653575,0.24222038301496904,-0.00989827233547294,0.0,0.2,0.24222038301496904,0.16155274868350375,0.2759509612631243,none,click
63,1259.4542031531564,45.037141958301426,0.28654272432878025,0.23795512367469882,-0.04265259340270214,0.0,0.2,0.23795512367469882,0.15576166772730343,0.27770695804024076,none,click
64,1264.5026216953877,47.53963998672791,0.3814269899371805,0.23917341580242896,0.012182921277301334,0.030457303193253335,0.2,0.23917341580242896,0.23191620038040042,0.31897506607827164,friction,click
65,1270.5736104543296,19.766137735513492,0.36707254066286166,0.23608046847226832,-0.030929473301606253,0.0,0.2,0.23608046847226832,0.1782993116830208,0.2873833244966069,none,click
66,1276.5197567877633,10.090569023274053,0.3605086651926535,0.23175917601258342,-0.043212924596849,0.0,0.2,0.23175917601258342,0.16945706513231193,0.28443112156902023,none,click
67,1286.7631780448637,5.857417994833474,0.29062649662406087,0.2238467604918823,-0.07912415520701113,0.0,0.2,0.2238467604918823,0.10684675265687167,0.25220092709191655,none,click
68,1299.020874547181,4.8948837971846775,0.21934225977287575,0.21304105790598593,-0.10805702585896357,0.0,0.2,0.21304105790598593,0.1389236010602008,0.26998517534848104,none,click
69,1315.7636773457095,14.334517517048699,0.1546110536480651,0.20125931948742168,-0.11781738418564251,0.0,0.2,0.20125931948742168,0.10995109609984437,0.2546294589833663,none,click
70,1326.2858368906739,11.404502990779049,0.11369634058836123,0.18824376744194496,-0.13015552045476725,0.0,0.2,0.18824376744194496,0.08369603152971151,0.24134897249416715,none,click
71,1342.2394531975572,18.804513925194726,0.062451907847100585,0.17489255033075485,-0.13351217111190125,0.0,0.2,0.17489255033075485,0.07759351081188112,0.23872025211539577,none,click
72,1474.9317914872927,1.8086952351081262,0.10342169784948371,0.16280046709454207,-0.12092083236212783,0.0,0.2,0.16280046709454207,0.07000135951436681,0.23498923651728673,none,click
73,1484.175862569743,12.981293515561372,0.14297385849010819,0.15529177499903846,-0.07508692095503626,0.0,0.2,0.15529177499903846,0.11939306244620974,0.260765144878091,none,click
74,1491.8705532849422,0.0,0.08142975615141404,0.1438340853067053,-0.11457689692333144,0.0,0.2,0.1438340853067053,0.06635295410132193,0.23179786131916397,none,click
75,1522.5753798573364,17.58681159546096,0.18770928493776448,0.1410344924723556,-0.02799592834349686,0.0,0.2,0.1410344924723556,0.10347420897715623,0.2519788987536479,none,click
76,1539.3387513133173,17.896161329346647,0.19467886485003702,0.13890200663379024,-0.02132485838565379,0.0,0.2,0.13890200663379024,0.11355880021372067,0.2568997170880004,none,click
77,1550.3038955603072,43.775073924063584,0.2385977435699951,0.14241357738941893,0.03511570755628679,0.08778926889071698,0.2,0.14241357738941893,0.21080760216560915,0.30717758170550064,friction,click
78,1576.1601730794525,9.282078590867952,0.229462272454953,0.14080559309708318,-0.016079842923357485,0.0,0.2,0.14080559309708318,0.10970108453298186,0.2540684767308951,none,click
79,1586.6243051495792,22.935490338960932,0.250159775411409,0.14209995885031543,0.012943657532322489,0.03235914383080622,0.2,0.14209995885031543,0.14638278945608493,0.27389248880210953,none,click
80,1594.9968459731901,14.332566723543911,0.30503718239321487,0.14493339292538762,0.028334340750721887,0.07083585187680472,0.2,0.14493339292538762,0.1938815118920321,0.2980753869603432,none,click
81,1600.9573094131501,60.397988113892445,0.2626829714728475,0.1511239507207278,0.06190557795340171,0.15476394488350426,0.2,0.1511239507207278,0.262904473730432,0.33376826354782785,friction,click
82,1613.7156511742974,9.405611030536438,0.25084458409413035,0.14972948623217858,-0.013944644885492075,0.0,0.2,0.14972948623217858,0.1218840168410397,0.2587313691457696,none,click
83,1622.4970834219569,27.33039363413296,0.23933803187020397,0.15013973840673753,0.004102521745589616,0.01025630436397404,0.2,0.15013973840673753,0.18654678563055677,0.2947461085856871,none,click
84,1627.8961107396171,22.226225751345805,0.2090002833266058,0.1483540569513123,-0.017856814554252365,0.0,0.2,0.1483540569513123,0.09930309280705708,0.2464197163834016,none,click
85,1635.6114902667937,31.10670047463383,0.26491566536582745,0.15065277208380168,0.022987151324893734,0.057467878312234336,0.2,0.15065277208380168,0.17985014177021924,0.29201303165695364,none,click
86,1645.6649366642866,23.872410565579536,0.22436482591079246,0.14978978749165858,-0.00862984592143104,0.0,0.2,0.14978978749165858,0.14033835624223842,0.26938314348253334,none,click
87,1650.7307403357768,47.376490595302016,0.2653223331256066,0.1539989867231858,0.04209199231527225,0.10522998078818062,0.2,0.1539989867231858,0.21462420904013005,0.31024494035876776,friction,click
88,1659.0404202077534,21.66148428978913,0.17182225103215526,0.14989788613869862,-0.041011005844871745,0.0,0.2,0.14989788613869862,0.11825526555437191,0.2568081946045856,none,click
89,1698.508148865231,6.080917452403969,0.21077951791886596,0.14620718810232256,-0.03690698036376068,0.0,0.2,0.14620718810232256,0.12498152443250497,0.26252484707042034,none,click
90,1709.4372264091187,16.469825497822626,0.22372661572068037,0.14483152826535214,-0.013756598369704082,0.0,0.2,0.14483152826535214,0.16138856688410194,0.2813605252599061,none,click
91,1714.5129955375162,82.74608032312199,0.21326962989463044,0.1513551169739387,0.06523588708586556,0.1630897177146639,0.2,0.1513551169739387,0.22860136898091707,0.3169490635004801,friction,click
92,1722.6975893713393,21.992539111243616,0.0923874615291644,0.1435880457419085,-0.07767071232030197,0.0,0.2,0.1435880457419085,0.10342236227574048,0.2486522875813478,none,click
93,1809.4253537826182,4.842739840592263,0.06302295440720779,0.1329857313681521,-0.10602314373756427,0.0,0.2,0.1329857313681521,0.07280014389558807,0.2363294550730527,none,click
94,1833.6819611972187,2.4735528334389,0.07721717787074424,0.12385721122905395,-0.09128520139098134,0.0,0.2,0.12385721122905395,0.07019804333061201,0.23507756688788806,none,click
95,1838.9648326920596,45.42983872206131,0.05274824040984541,0.11978763196689848,-0.04069579262155461,0.0,0.2,0.11978763196689848,0.08466187518348213,0.24287851221539014,none,click
96,1961.1851282371413,0.9818336591710931,0.07194538066259362,0.11152886701073471,-0.0825876495616378,0.0,0.2,0.11152886701073471,0.13437937702917682,0.26727104570919175,none,click
97,1968.4040650936909,74.80325853107645,0.10407916895427466,0.11493034607375953,0.03401479063024819,0.08503697657562048,0.2,0.11493034607375953,0.14073848465002223,0.270545420832933,none,click
98,1981.586299805412,13.654740940089084,0.09384292793541879,0.10983630048066564,-0.05094045593093878,0.0,0.2,0.10983630048066564,0.08892618290035498,0.2436769986080648,none,click
99,1989.5195969818606,37.81529839706529,0.14753940678371033,0.11095655307141776,0.011202525907521133,0.02800631476880283,0.2,0.11095655307141776,0.13022878725250703,0.2661556404983553,none,click
100,2021.8373615103262,9.282820280955926,0.013708788149953938,0.10170668970689317,-0.09249863364524588,0.0,0.2,0.10170668970689317,0.07805459497973476,0.23870441505641926,none,click
101,2027.389008790158,10.80760303666452,0.050459695698949404,0.0954099559007344,-0.06296733806158782,0.0,0.2,0.0954099559007344,0.08413298719931454,0.2422854697670252,none,click
102,2046.0729364398064,12.845264898278211,0.09161364617077603,0.09205530073148453,-0.03354655169249862,0.0,0.2,0.09205530073148453,0.08367153812061318,0.2418308295305958,none,click
103,2073.6161679823504,4.356787249696699,0.07597521446919675,0.087193129788008,-0.048621709434765285,0.0,0.2,0.087193129788008,0.11462932559888304,0.2575394569557151,none,click
104,2093.370978244091,15.186174710116607,0.09958609252283386,0.08535139327411347,-0.01841736513894532,0.0,0.2,0.08535139327411347,0.08236422668898993,0.24085545772510508,none,click
105,2108.916555530209,19.29809324404448,0.17074142798009934,0.08776558700121265,0.0241419372709918,0.0603548431774795,0.2,0.08776558700121265,0.17788922540960656,0.29017357959310175,none,click
106,2117.427101674065,28.20030535563878,0.23259941805412987,0.09414403737325272,0.06378450372040076,0.1594612593010019,0.2,0.09414403737325272,0.2161679698603451,0.30898354516529025,friction,click
107,2125.1456520433185,54.41436278929367,0.2048959631606006,0.10177622714261919,0.07632189769366465,0.19080474423416163,0.2,0.10177622714261919,0.27969099977399714,0.34149148331328266,friction,click
108,2131.327275499996,29.11856428355562,0.23294166811410885,0.10688550836950717,0.05109281226887977,0.1277320306721994,0.2,0.10688550836950717,0.22718769445234666,0.3118951573693871,friction,click
109,2145.102858144405,13.066597954247488,0.26672692370502604,0.11116662846208869,0.042811200925815224,0.10702800231453806,0.2,0.11116662846208869,0.23632787510480374,0.3182966387366406,friction,click
110,2152.1072725087083,17.13205326794535,0.22304283660480922,0.11334361410461345,0.02176985642524762,0.05442464106311905,0.2,0.11334361410461345,0.1800576576746515,0.2884221215666387,none,click
111,2157.664794035428,21.592359008068485,0.21062750628224852,0.11523967288427309,0.018960587796596415,0.04740146949149104,0.2,0.11523967288427309,0.18461918030758573,0.2924737468776491,none,click
112,2163.845625090408,19.41486491582874,0.14475196240098864,0.1133801618303738,-0.018595110538992835,0.0,0.2,0.1133801618303738,0.1034825954804021,0.24911587134994861,none,click
113,2184.8397820585005,14.289690243620742,0.11454821159868805,0.10955576750772342,-0.038243943226503846,0.0,0.2,0.10955576750772342,0.09971149987007566,0.2498198247429374,none,click
114,2191.5265234635126,26.918941394245685,0.17539828349310826,0.1107349726058872,0.011792050981637825,0.029480127454094562,0.2,0.1107349726058872,0.1886071368881857,0.2969624311586425,none,click
115,2205.758989611456,8.431427045223666,0.22759986150651443,0.11209539680127717,0.013604241953899601,0.034010604884749,0.2,0.11209539680127717,0.1787606568389511,0.28924196195582996,none,click
116,2211.088677586709,45.03077874621883,0.26385872840218194,0.1197076408845359,0.07612244083258735,0.19030610208146836,0.2,0.1197076408845359,0.2919898386837593,0.3502439178712704,friction,click
117,2220.4219180543046,45.00044774997504,0.2166419095560026,0.12419402824262932,0.044863873580934174,0.11215968395233544,0.2,0.12419402824262932,0.19291438726728596,0.2943341271218467,none,click
118,2228.25130093889,15.326878474197269,0.14775141440807993,0.12107805594804504,-0.031159722945842766,0.0,0.2,0.12107805594804504,0.10638795880630111,0.2509836793134375,none,click
119,2233.630169007363,22.309526553244673,0.11036510674692762,0.1172771965097425,-0.03800859438302538,0.0,0.2,0.1172771965097425,0.0994231960024945,0.2494526304000663,none,click
120,2259.194344546325,2.347034423564921,0.14351604643766105,0.11301865848359692,-0.04258538026145582,0.0,0.2,0.11301865848359692,0.1452778114869223,0.27299764694686546,none,click
121,2264.432782612904,22.907591628427184,0.1908263541661907,0.11412155929710016,0.011029008135032409,0.027572520337581022,0.2,0.11412155929710016,0.14927630872816422,0.2747908142672984,none,click
122,2281.4193069127305,10.596635122220716,0.22371484309637824,0.11521972491248665,0.010981656153864844,0.02745414038466211,0.2,0.11521972491248665,0.16985407907261738,0.2851693230073854,none,click
123,2288.874656213835,8.047912656635923,0.05602585884196487,0.10750503444541572,-0.07714690467070931,0.0,0.2,0.10750503444541572,0.13929448217346116,0.26882743786450924,none,click
124,2307.48223747454,9.67347649745967,0.09205544055895393,0.1025664875910043,-0.049385468544114165,0.0,0.2,0.1025664875910043,0.12114434596827908,0.2603770897441323,none,click
125,2349.6640868133713,8.534476454748368,0.13346832735545114,0.10005006475651998,-0.025164228344843262,0.0,0.2,0.10005006475651998,0.09144647249047436,0.2455824274663747,none,click
126,2355.115641011267,33.01810703257272,0.12866960481349893,0.10060580190061452,0.005557371440945397,0.013893428602363492,0.2,0.10060580190061452,0.1442633891826321,0.2740693774896184,none,click
127,2360.4369310591123,56.37730649947877,0.05045720012421734,0.10011524502919879,-0.004905568714157385,0.0,0.2,0.10011524502919879,0.09439181562131892,0.24532149115180785,none,click
128,2378.290551797538,3.3606628525980327,0.08477703391527333,0.09476265507861734,-0.05352589950581458,0.0,0.2,0.09476265507861734,0.14223932596803732,0.2716556608193904,none,click
129,2391.964714139817,21.939186656606523,0.07034568056242912,0.09154607193095288,-0.03216583147664462,0.0,0.2,0.09154607193095288,0.11142026808440689,0.25525937066654364,none,click
130,2400.362844474206,35.722236742567915,0.0,0.08685674433067858,-0.046893276002742984,0.0,0.2,0.08685674433067858,0.12520268946331387,0.2629295706779124,none,click
131,2417.9797748758274,17.02907334937272,0.0,0.08029970406628231,-0.06557040264396269,0.0,0.2,0.08029970406628231,0.08631721762178642,0.242717153109417,none,click
132,2500.1234761179176,5.1129909372137385,0.026345387652306564,0.07422612690942113,-0.06073577156861186,0.0,0.2,0.07422612690942113,0.07452875221957134,0.23723567405418322,none,click
133,2794.2430103502024,0.8159947642595431,0.07694735898641797,0.07075288151333235,-0.03473245396088771,0.0,0.2,0.07075288151333235,0.12308283180470371,0.26157443246462264,none,click
134,2850.800659610429,4.243457837077675,0.09492364588298396,0.06895420788578302,-0.017986736275493277,0.0,0.2,0.06895420788578302,0.11790050511800089,0.25893192673833965,none,click
135,2864.067453851477,13.567708726730318,0.16610735977619956,0.07206011867685598,0.03105910791072966,0.07764776977682415,0.2,0.07206011867685598,0.2127019450166116,0.30778012620099354,friction,click
136,2936.488359050676,0.8284900587056389,0.17991507512021748,0.07395342182251946,0.018933031456634816,0.04733257864158704,0.2,0.07395342182251946,0.20328772192597117,0.3016178623288488,friction,click
137,2943.4481410838816,25.862878915059632,0.18748623764871813,0.07916525138708587,0.05211829564566414,0.13029573911416037,0.2,0.07916525138708587,0.26380248611093454,0.3336402275206774,friction,click
138,2997.4421899299887,3.3337007290013227,0.20517676760417006,0.08192427721971095,0.02759025832625081,0.06897564581562703,0.2,0.08192427721971095,0.1841929545730084,0.2918015946717004,none,click
139,3002.686159535795,68.6502834801726,0.2179797290260697,0.09321212138406491,0.11287844164353968,0.2821961041088492,0.2,0.09321212138406491,0.38144426168234624,0.39824510759111237,friction,click
140,3009.592150977561,43.4405403669726,0.28337784259482834,0.10348986892127142,0.10277747537206501,0.2569436884301625,0.2,0.10348986892127142,0.33307010280301735,0.3651341183338314,friction,click
141,3015.7951948932337,29.018011551587364,0.15666770854545334,0.10460151890036537,0.011116499790939455,0.027791249477348637,0.2,0.10460151890036537,0.12776374890773518,0.2572623387328147,none,click
142,3021.3166767071234,97.79983312479315,0.16559567774697254,0.1146461300382766,0.10044611137911233,0.2511152784477808,0.2,0.1146461300382766,0.3014511533360952,0.3570169096935928,friction,click
143,3034.1466271147424,14.029672312147714,0.12574528996327528,0.11122249057163117,-0.034236394666454326,0.0,0.2,0.11122249057163117,0.1477642635396588,0.27148637987814367,none,click
144,3041.9585925016977,15.361051163946193,0.14762373311077376,0.10940155956550002,-0.018209310061311546,0.0,0.2,0.10940155956550002,0.16799558068703038,0.28451574750653985,none,click
145,3049.159343473087,16.66492848826321,0.15498688619056253,0.10829386397951105,-0.011076955859889742,0.0,0.2,0.10829386397951105,0.16358520590752804,0.28167010531991926,none,click
146,3077.0055403113433,12.928156835601351,0.16920376778199486,0.10754068557510986,-0.007531784044011919,0.0,0.2,0.10754068557510986,0.17581578421033822,0.2879957359021073,none,click
147,3099.5961852025207,2.6559666751006583,0.1359156658069542,0.10391439614233416,-0.03626289432775694,0.0,0.2,0.10391439614233416,0.13650314263891603,0.26790352776637844,none,click
148,3105.8746115726326,28.669604354505232,0.19209678091609286,0.10671149611821855,0.027970999758843818,0.06992749939710954,0.2,0.10671149611821855,0.20995220490972916,0.30731583084987973,friction,click
149,3110.951004386252,47.27766522640079,0.17071358094667113,0.11048573370703035,0.037742375888118004,0.09435593972029502,0.2,0.11048573370703035,0.1975579197042228,0.29829064912988934,none,click
150,3128.8710039478137,10.044643102899219,0.16815603581448454,0.10910054251491395,-0.013851911921164056,0.0,0.2,0.10910054251491395,0.1289296274264929,0.2636988729324784,none,click
151,3134.1381886171225,34.173854022782145,0.15855240396457465,0.11038984021449906,0.012892976995851055,0.03223244248962764,0.2,0.11038984021449906,0.14007869204601345,0.27046268658611566,none,click
152,3187.140400197537,2.264056469001051,0.22538095744964254,0.11090291112415641,0.005130709096573524,0.01282677274143381,0.2,0.11090291112415641,0.183040827267022,0.29168252813379303,none,click
153,3212.5600095502796,14.162294746719136,0.25371577023891406,0.11426869536702637,0.03365784242869953,0.08414460607174881,0.2,0.11426869536702637,0.22439174480466512,0.3125212190035634,friction,click
154,3222.2458123536953,43.362435569293666,0.22576068685413947,0.11955016461919242,0.05281469252166045,0.1320367313041511,0.2,0.11955016461919242,0.21943900300111918,0.3096172334303941,friction,click
155,3227.6045865923033,67.1795421808069,0.25115972449694357,0.1285505771547212,0.090004125355288,0.22501031338822,0.2,0.1285505771547212,0.29042435104001696,0.34786148839934095,friction,click
156,3234.490858985888,34.85194692902202,0.18636594927401506,0.12937031026907758,0.008197331143563857,0.020493327858909643,0.2,0.12937031026907758,0.16739152128995516,0.28012248260083045,none,click
157,3241.7967412770327,24.637681367816747,0.2567277605014391,0.13234937743821887,0.02979067169141289,0.07447667922853222,0.2,0.13234937743821887,0.21876080604933967,0.3107866475468858,friction,click
