step,simulated_time_sec,velocity_clicks_per_min,toxicity,expected_reward,rpe,dopamine_level,dopamine_baseline,tolerance,risk_index,control_signal_u,intervention_type,interaction_type,lambda_intensity,alpha1_effective,alpha2,decay_factor
517,12614.89771808663,3646.569476185433,0.8757860924704428,0.6604053092217195,0.4174337102931639,1.0,0.2,0.6604053092217195,0.8064435922747747,0.5857272076071544,break,click,5.890541471940097,0.5503144369881772,0.3,1.0
518,12642.481816799069,1087.583114922352,0.5831611375874298,0.7237296577609809,0.33959469077828053,1.0,0.2,0.7237296577609809,0.8749483412762289,0.5459900962064868,break,click,0.3000754354435629,0.43326445503497196,0.3,1.0
519,12648.28657947506,3307.6287648090633,0.20353014334084785,0.7752458914303312,0.27627034223901914,1.0,0.2,0.7752458914303312,0.7610590430022544,0.5850729899959207,break,click,2.5222912901702577,0.28141205733633917,0.3,1.0
520,12654.240285327165,5038.878430547107,0.41790796223316357,0.8171558738098524,0.22475410856966882,1.0,0.2,0.8171558738098524,0.825372388669949,0.6488815490580974,break,click,3.0624171304794596,0.36716318489326544,0.3,1.0
521,12701.120074049555,243.17515736916016,0.6513739077806012,0.7821926839339424,-0.18749997320810163,0.9043056815041778,0.2,0.7821926839339424,0.8954121723341804,0.7108820976475096,break,click,0.30000000263192744,0.3330905983548523,0.3,0.7232459327589782
522,12710.45577202975,128.53886260518894,0.0,0.6662977846894031,-0.6215191056774562,0.6687457539921505,0.2,0.6662977846894031,0.5437077645336419,0.6689764479726618,break,click,0.6576228428839971,0.147203200224606,0.3,0.73601600112303
523,12723.322034355559,93.26717966825773,0.7973628386761116,0.6381347185010982,-0.15103239076602515,0.49454613924203666,0.2,0.6381347185010982,0.6673364854485698,0.7794222612462101,break,click,0.3063508365321986,0.2290497871927187,0.3,0.44137572844781725
524,12743.93095338254,145.56804246125245,0.9109108832507613,0.6380006045712519,-0.0007192237991519024,0.3657232698363789,0.2,0.6380006045712519,0.6159278964675702,0.8192016938825285,break,click,0.30179666205707234,0.185604411152348,0.3,0.3288733777513865
525,12784.716385397676,161.82248596877653,0.8681408508627421,0.6376925421496416,-0.0016520716789101275,0.2704570908283893,0.2,0.6376925421496416,0.5398884954141587,0.8098752804845684,break,click,0.300000015750081,0.17348373190161956,0.3,0.31700634439835207
526,12819.633106020265,257.75616494115025,0.702764063180984,0.6443839747138158,0.03588469561728824,0.3108831003579185,0.2,0.6443839747138158,0.44353203574311395,0.6984977800289897,break,click,0.30000114064028377,0.22324631870555703,0.3,0.4640276624892067
527,12835.98960483487,73.36533408534088,0.18401877983244377,0.5584830565274971,-0.4606679171909178,0.4433870245661083,0.2,0.5584830565274971,0.44938958101634896,0.5602170936576452,break,click,0.3012664593735076,0.17312260449696745,0.3,0.632740684909906
528,12880.546362479945,148.12567944403273,0.7980428931349649,0.5632745040010787,0.0256954893450263,0.4268267831253751,0.2,0.5632745040010787,0.556965703798175,0.565439046662549,break,click,0.30000000826153667,0.32233072383990724,0.3,0.6208013724828287
529,12911.557883312833,212.82413189489844,0.7085996982516279,0.5739136662112548,0.05705550999335829,0.6979430048339024,0.2,0.5739136662112548,0.6457624473857924,0.6407598227273059,break,click,0.3000125698243025,0.24810147271179397,0.3,0.5132002619864542
530,12924.934051198645,134.56768899479107,0.7153674694110512,0.5649592991972003,-0.048020320262240346,0.8891319338779572,0.2,0.5649592991972003,0.9045425737037316,0.9235310418257948,break,click,0.30364996509058917,0.05719254621146136,0.3,0.11764455535241536
531,12942.036371152131,35.08295960032529,0.6583824081922043,0.5291729503327112,-0.19191439560069157,0.6575245712607707,0.2,0.5291729503327112,0.7337773168718044,0.9195751009851875,break,click,0.30012877329932575,0.06199966683009938,0.3,0.13380656161478088
532,12952.524094911201,114.41948964017838,0.7594573934744963,0.5279758307639001,-0.006419891545240031,0.48624792940009653,0.2,0.5279758307639001,0.6504590522375927,0.8739578272769459,break,click,0.3201151761200793,0.11242108104963058,0.3,0.2231537994697299
533,12977.949550408059,94.39358914520484,0.7974261573018434,0.5258741668872293,-0.011270765681472339,0.3595866362720483,0.2,0.5258741668872293,0.5778108685914113,0.8461388533563311,break,click,0.3001345755513498,0.14006551672913714,0.3,0.26989111469052796
534,12989.137700582216,160.88450476449444,0.7607768177795359,0.5362456253244617,0.055619872958156624,0.4331084020661051,0.2,0.5362456253244617,0.5046682771362888,0.7575816398099386,break,click,0.3488380973879209,0.20804850466645458,0.3,0.412540311918304
535,13008.043657199249,126.94411865082664,0.7340423893109792,0.5342794290643201,-0.010544282355438805,0.6431492242985826,0.2,0.5342794290643201,0.7469373769074266,0.8342282184814432,break,click,0.30382481022519653,0.1522027440987556,0.3,0.30834180700984093
536,13035.95554101892,193.4659815470448,0.7357854248422283,0.5483478281005428,0.07544576029060002,0.7145617479782225,0.2,0.5483478281005428,0.6363040358037019,0.7731648722852853,break,click,0.300041084857985,0.22994754896782166,0.3,0.4651850239235077
537,13060.469148330607,48.95240364839732,0.7250542184091786,0.5251079855900072,-0.12463021433545685,0.9043056815041778,0.2,0.5251079855900072,0.9175162655227536,0.7512860837553004,break,click,0.3000123262983446,0.27849333794707004,0.3,0.5683285967308324
538,13083.269244272302,131.57839369060625,0.720431533836521,0.5250298122574212,-0.0004192265584888055,0.6687457539921505,0.2,0.5250298122574212,0.7598372246845982,0.6855181675155958,break,click,0.3000665320133827,0.3960581494027298,0.3,0.8113075957601864
539,13088.490456565725,1149.158406670828,0.7247563042674122,0.6135976801632439,0.4749701877425788,1.0,0.2,0.6135976801632439,0.6455545251259601,0.6330159194422024,break,click,3.1945389156540718,0.4899025217069649,0.3,1.0
540,13094.958180788642,4638.416692799515,0.055308987501495405,0.6856502647358849,0.3864023198367561,1.0,0.2,0.6856502647358849,0.7165926962504485,0.5901197247395774,break,click,3.6766971983943746,0.22212359500059817,0.3,1.0
541,13103.053156358195,2149.4814716234696,0.3050770302989259,0.7442671770128966,0.31434973526411514,1.0,0.2,0.7442671770128966,0.7915231090896777,0.6513020404820566,break,click,2.381727446741109,0.3220308121195704,0.3,1.0
542,13180.205218582796,311.0739921654005,0.2687640758731752,0.7030492719067291,-0.22104264886955827,0.9043056815041778,0.2,0.7030492719067291,0.7806292227619526,0.7057867433355193,break,click,0.30000000000000066,0.2533230072150166,0.3,0.8237995737745941
543,13193.414444913355,90.8455930703417,0.0,0.5931264266749852,-0.5894922805688019,0.6687457539921505,0.2,0.5931264266749852,0.5437077645336419,0.6777414620704597,break,click,0.3261635659816197,0.1583028488911129,0.3,0.7915142444555644
544,13263.08677482625,284.187424545066,0.6797659093942542,0.6121446907807591,0.10199080870347443,0.8018564115015802,0.2,0.6121446907807591,0.6320574066640127,0.7652411104896062,break,click,0.30000000000011257,0.24234101953024964,0.3,0.5135362396907167
545,13278.736543780824,115.01767247969265,0.21132485396736045,0.5445099896208168,-0.362710173197463,0.9043056815041778,0.2,0.5445099896208168,0.763397456190208,0.8584160946192445,break,click,0.3066900249014692,0.08224628395517604,0.3,0.28906020750032
546,13298.939114136283,148.49595606973924,0.6650785302521658,0.5395963499650809,-0.02635077940755981,0.6687457539921505,0.2,0.5395963499650809,0.7432313236092917,0.8991155283118889,break,click,0.300930364869836,0.0922376971487782,0.3,0.19792163093249726
547,13320.924204091116,136.456116675594,0.6860737342186632,0.534750108607675,-0.02598933701125672,0.49454613924203666,0.2,0.534750108607675,0.6339497541113354,0.9005202360577473,break,click,0.30020896453147605,0.0869089338403089,0.3,0.18318619520219148
548,13347.808442337779,223.17909642632227,0.7255810490171151,0.5547051024778171,0.10701428643378541,0.6719601019050333,0.2,0.5547051024778171,0.5603289461974763,0.8417632796509129,break,click,0.30008216397209975,0.14902265964865818,0.3,0.3039836895490726
549,13362.562780420105,162.66402373378875,0.7865342289690808,0.562516727099814,0.04189204167395921,1.0,0.2,0.562516727099814,0.9359602686907241,0.8745110516502403,break,click,0.3140601269911735,0.13724201615318013,0.3,0.266689399051501
550,13378.08311958733,193.29474489418388,0.766646238845393,0.5741571071893723,0.06242482344061229,1.0,0.2,0.5741571071893723,0.9299938716536178,0.8239144000167101,break,click,0.31161929339121713,0.2121428093625811,0.3,0.4187096658415832
551,13405.396402328599,241.64067214183868,0.66196215949098,0.5851355154594495,0.05887481273341599,1.0,0.2,0.5851355154594495,0.898588647847294,0.7707738656683514,break,click,0.30011464219693107,0.28752591945472633,0.3,0.6186215211618479
552,13443.951564734027,171.18330174822444,0.13759746099972475,0.5287547703408056,-0.30235765777430657,0.9043056815041778,0.2,0.5287547703408056,0.7412792382999174,0.7050429125582754,break,click,0.3000002777103835,0.23468133816763873,0.3,0.9201782963488778
553,13457.616513193128,263.4477554580281,0.6446159377093342,0.5516650597528199,0.12286289283639651,1.0,0.2,0.5516650597528199,0.7370925458464421,0.6875101404662657,break,click,0.32360519882736005,0.4578463750837337,0.3,1.0
554,13468.700511041601,108.26418557680304,0.15897726398533096,0.4888532240984072,-0.3368461957891506,0.9043056815041778,0.2,0.4888532240984072,0.7476931791955993,0.6385701918960486,break,click,0.3493505911757557,0.2635909055941324,0.3,1.0
555,13473.79174753947,471.39825482565476,0.7092160200593474,0.5736977293092369,0.4550026044633349,1.0,0.2,0.5736977293092369,0.7564725705514461,0.6206826815207899,break,click,3.190742179201888,0.48368640802373897,0.3,1.0
556,13483.753962158382,1325.0065878866546,0.3541715744542375,0.6531904725863263,0.4263022706907631,1.0,0.2,0.6531904725863263,0.8062514723362713,0.6229079696730764,break,click,0.41280449705160616,0.341668629781695,0.3,1.0
557,13493.079437934857,450.3791657038075,0.3270043032336445,0.6668560724709942,0.0732856361602553,1.0,0.2,0.6668560724709942,0.7981012909700933,0.6206356775642003,break,click,0.40632034468893174,0.3308017212934578,0.3,1.0
558,13500.06590056431,343.5214825142617,0.1693221599803289,0.6383646788403302,-0.15279313933800265,0.9043056815041778,0.2,0.6383646788403302,0.7507966479940986,0.6685148209010344,break,click,2.9605730657984517,0.2677288639921316,0.3,1.0
559,13518.551998723598,162.28411069496482,0.21049442086584158,0.5767805390858786,-0.3302623300387034,0.6687457539921505,0.2,0.5767805390858786,0.6068560907933943,0.7016282513717574,break,click,0.30102730063988115,0.28265527242742416,0.3,0.9945724559067166
560,13539.094344490162,204.45571541474735,0.7514117038842769,0.5869422340484458,0.0544949571246941,0.6831167825546294,0.2,0.5869422340484458,0.6535511450110195,0.7569014807211216,break,click,0.30056199551775503,0.34767578457078213,0.3,0.6945671506260203
561,13560.069650244455,200.23546017394673,0.7031260010867136,0.5897234567581501,0.014915091712344397,0.992879297458961,0.2,0.5897234567581501,0.884292741232874,0.8308579065811676,break,click,0.30045966097955334,0.20458791684177866,0.3,0.4251173955533051
562,13572.007426624337,50.26061645878517,0.6278675876854771,0.550012000392235,-0.21296389234193003,0.9043056815041778,0.2,0.550012000392235,0.8883602763056431,0.7871995133965584,break,click,0.3511732353731076,0.2759763690279912,0.3,0.6117215620902996
563,13584.6915882571,189.21234761003183,0.6009610736950198,0.547584896608185,-0.013016029032185239,0.6687457539921505,0.2,0.547584896608185,0.7239960866421479,0.7434440205082241,break,click,0.37031402931319746,0.37503913232830327,0.3,0.8516176032218962
564,13591.076152749356,375.906610844079,0.7199703626355235,0.6002224150459585,0.2822835482646755,1.0,0.2,0.6002224150459585,0.6441187426363935,0.7061713319175772,break,click,0.35556185895427617,0.4879881450542094,0.3,1.0
565,13619.976278761635,103.80577575078243,0.17599256300903393,0.5289032941528977,-0.38246891385296355,0.9043056815041778,0.2,0.5289032941528977,0.7527977689027101,0.6670392227852243,break,click,0.3000149585182179,0.2703970252036136,0.3,1.0
566,13627.482204766435,1518.7999445652104,0.6666573406770508,0.6167488724462193,0.4710967058471023,1.0,0.2,0.6167488724462193,0.7437049667367571,0.6552455979772903,break,click,6.2556568429714865,0.46666293627082034,0.3,1.0
567,13632.81446101858,5626.136213527109,0.24219269967764498,0.6882138530195632,0.38325112755378066,1.0,0.2,0.6882138530195632,0.7726578099032935,0.62236820110082,break,click,2.3996020347221987,0.296877079871058,0.3,1.0
568,13648.316725350785,580.5603495808455,0.05933883031325372,0.7007364571998449,0.06715599911312053,1.0,0.2,0.7007364571998449,0.717801649093976,0.6668825968590751,break,click,0.3126512183583369,0.2237355321253015,0.3,1.0
569,13655.948759586641,0.0,0.07307412391592114,0.5768829484554328,-0.6641993952418843,0.9043056815041778,0.2,0.5768829484554328,0.7219222371747763,0.7216813180887577,break,click,0.3002785205053486,0.22922964956636846,0.3,1.0
570,13666.9674971145,163.3580975541909,0.7406737688673857,0.5764450335858153,-0.0023484420790013116,0.6687457539921505,0.2,0.5764450335858153,0.7659098951938575,0.7756659915679641,break,click,0.32072039711989675,0.34913059916922246,0.3,0.7035100763997466
571,13685.747847405159,159.7414293966745,0.7225112441175005,0.573552388662087,-0.015512624781221951,0.49454613924203666,0.2,0.573552388662087,0.6448810070809866,0.8095996426414069,break,click,0.30030805843655906,0.2524048173596476,0.3,0.5161605232143532
572,13720.548260683154,172.41174557526796,0.6145840093605258,0.5640898186974045,-0.0507457020127392,0.3657232698363789,0.2,0.5640898186974045,0.5270298343004995,0.7854084931630778,break,click,0.3000005017380953,0.22840077463611874,0.3,0.5123004921969945
573,13745.401028286506,265.563984878291,0.6094040982591773,0.577621453673557,0.07256721153004786,0.48049509575067983,0.2,0.577621453673557,0.4622674696330893,0.7001944076935454,break,click,0.30020597412721295,0.28374579665452443,0.3,0.6394103760292675
574,13762.482514550948,175.6287452717213,0.29083569647030294,0.5379652332804502,-0.2126676738487539,0.7626291534099224,0.2,0.5379652332804502,0.6932494009816423,0.763992815847491,break,click,0.30203410931079344,0.17823119645705968,0.3,0.563426756191425
575,13777.716099693138,196.93328733832874,0.6538599102737008,0.5445161856691633,0.0351313310293111,0.7114826289684439,0.2,0.5445161856691633,0.67035055391921,0.8061272371601689,break,click,0.3051312088013504,0.22988511524226682,0.3,0.4980784781484804
576,13794.50645743019,178.67397746860905,0.7676476776296588,0.5561985778209958,0.06265012498142741,1.0,0.2,0.5561985778209958,0.8625778737578973,0.8494942532211628,break,click,0.30384273144276974,0.22495870910969695,0.3,0.4436538501185545
577,13805.194285812293,112.27725194479139,0.6629753012614642,0.5404671237521607,-0.08436436225927446,0.9043056815041778,0.2,0.5404671237521607,0.8988925903784392,0.8031257130164012,break,click,0.3034465639553423,0.3166351070927103,0.3,0.6806574197002729
578,13816.599575182705,315.6430216789632,0.650643316851739,0.5739214585048033,0.1794083117724129,1.0,0.2,0.5739214585048033,0.7389007595891636,0.7497563843781749,break,click,0.3840126082432835,0.46025732674069564,0.3,1.0
579,13822.798984798683,290.35022873157885,0.0,0.5345792544538972,-0.21098367259032969,0.9043056815041778,0.2,0.5345792544538972,0.7,0.6958662964403629,break,click,0.36127979546679373,0.2,0.3,1.0
580,13836.66377678908,389.4757313156567,0.0,0.5256781676106398,-0.047734590309326363,0.6687457539921505,0.2,0.5256781676106398,0.5437077645336419,0.6262184430267227,break,click,0.34426575284152333,0.2,0.3,1.0
581,13845.90643805972,259.6654718510788,0.03573005846598175,0.49151095908637255,-0.18323129856380044,0.49454613924203666,0.2,0.49151095908637255,0.43884665138553103,0.5452350826154476,break,click,2.572751254401878,0.21429202338639272,0.3,1.0
582,13863.846423041225,367.89328457098304,0.0888447031519303,0.49389367717306215,0.012777998203321372,0.4363693813288732,0.2,0.49389367717306215,0.3693080424379209,0.3994912213302087,none,click,0.3056307565314557,0.23553788126077213,0.3,1.0
583,13870.96837016685,252.73987130904283,0.26934695182049545,0.485820374863331,-0.04329536212651092,0.45238739263773153,0.2,0.485820374863331,0.48095970895343665,0.33822424186122024,none,click,0.43018141498788626,0.3077387807281982,0.3,1.0
584,13883.880360907633,139.4053044287314,0.0,0.427722967354484,-0.31156374432741674,0.33454633115081805,0.2,0.427722967354484,0.3219689677904158,0.09664913522502075,none,click,0.30518866229778246,0.2,0.3,1.0
585,13890.132460367578,1919.3552624809097,0.8235474743786747,0.5344356788907171,0.572277032645516,1.0,0.2,0.5344356788907171,0.511213166470478,0.04695476864390674,none,click,4.496703097543346,0.5294189897514698,0.3,1.0
586,13896.332733871286,4838.496234409828,0.0,0.6212496313403364,0.4655643211092829,1.0,0.2,0.6212496313403364,0.7,0.1728032463070914,none,click,2.497829925173331,0.2,0.3,1.0
587,13904.259396770705,984.020652697543,0.0,0.6918753537254881,0.3787503686596636,1.0,0.2,0.6918753537254881,0.7,0.2825997098918513,none,click,1.984514644950702,0.2,0.3,1.0
588,13932.366425788967,213.46973371328755,0.0014053200473926053,0.6127493499593345,-0.4243355265601824,0.9043056815041778,0.2,0.6127493499593345,0.7004215960142177,0.38704675821233087,none,click,0.30002020314288075,0.20056212801895706,0.3,1.0
589,13942.748507895723,231.16750333133078,0.6100578920041504,0.609250974674877,-0.018761024793095826,0.6687457539921505,0.2,0.609250974674877,0.726725132134887,0.5203472434981725,break,click,0.7965301650476284,0.39849237403152465,0.3,0.8974585400047648
590,13949.898049258007,0.0,0.733086513315844,0.5639931760513144,-0.242707718016955,0.49454613924203666,0.2,0.5639931760513144,0.6480535878404896,0.5513617333631411,break,click,0.3074690443857014,0.37861470755506965,0.3,0.7676158636610011
591,13994.631385518367,40.238447441601416,0.696941945221499,0.5331837683230806,-0.16522414413856312,0.3657232698363789,0.2,0.5331837683230806,0.5517372150587915,0.48411934206053303,break,click,0.30000000015687667,0.38929631977925744,0.3,0.8131061020407646
592,14015.289120151194,116.17924436816644,0.6781405937919414,0.5240673407091097,-0.04888941596690183,0.2704570908283893,0.2,0.5240673407091097,0.4828884182929185,0.3539764357854343,friction,click,0.3000544106118529,0.44479454290887177,0.3,0.9438486061270164
593,14020.679751289286,222.60844217667452,0.6843282686734314,0.5420351309902344,0.09635734634844928,0.4620647271858211,0.2,0.5420351309902344,0.43800129739084814,0.19662836786664792,none,click,0.37836868792200723,0.4737313074693726,0.3,1.0
594,14033.449985073172,140.95278367350608,0.6586219345329436,0.5352227745310852,-0.03653318413188,0.8535302368046586,0.2,0.5352227745310852,0.8638974557167236,0.49472192539366977,break,click,0.31089044629130796,0.3546491149408579,0.3,0.7652390835407017
595,14045.305603068968,151.82675425594317,0.7317275478470756,0.5390313278815888,0.02042444221238149,0.7490514736856029,0.2,0.5390313278815888,0.7383124852469121,0.5803630569089898,break,click,0.3272797689269866,0.33877678346054557,0.3,0.687604949756726
596,14085.563092558856,223.5608855405844,0.7146294479266828,0.5572559170781204,0.0977345030074831,1.0,0.2,0.5572559170781204,0.8250930452265111,0.756140137950879,break,click,0.30000005294349774,0.2114622892403027,0.3,0.43524033111756677
597,14103.472587159484,201.01069741375792,0.7144709403010877,0.5668112043686214,0.051242924839620896,1.0,0.2,0.5668112043686214,0.9143412820903263,0.8536261419411401,break,click,0.302365340530439,0.1393462980024469,0.3,0.2868456818898866
598,14142.754711351503,183.28947703553146,0.69299206902448,0.5684515239020996,0.008796676438032835,1.0,0.2,0.5684515239020996,0.9078976207073439,0.802981763872311,break,click,0.30000002957093164,0.20425584894306312,0.3,0.42803270500801593
599,14201.061418709274,82.32329036429772,0.6368347872728913,0.541016134746305,-0.1471300173102818,0.9043056815041778,0.2,0.541016134746305,0.8910504361818673,0.7512970334737301,break,click,0.30000000001808746,0.2756447408882856,0.3,0.606167105313339
600,14224.725695081246,228.1920611101363,0.7272053146140436,0.5611226008337529,0.1078265989483872,1.0,0.2,0.5611226008337529,0.761869358917855,0.6904922559190614,break,click,0.30031861103723617,0.4216957262555977,0.3,0.8590569997413617
601,14287.206113243392,105.63309584247607,0.6851575089494666,0.5449924517952539,-0.08650247655592447,0.9043056815041778,0.2,0.5449924517952539,0.9055472526848399,0.6548600335889277,break,click,0.3000000000032122,0.47406300357978665,0.3,1.0
602,14293.986741593562,1504.2853660818212,0.7689926616928133,0.6298378788673868,0.4550075482047461,1.0,0.2,0.6298378788673868,0.7744055630414859,0.6047234526059032,break,click,6.813393469987062,0.5075970646771253,0.3,1.0
603,14301.928483640944,3777.50874065306,0.29022548388359437,0.6988621475357623,0.37016212113261315,1.0,0.2,0.6988621475357623,0.7870676451650783,0.5738991757411527,break,click,1.1063934342677548,0.31609019355343776,0.3,1.0
604,14311.47820805623,628.2903819083432,0.09298688805096796,0.7236616393455284,0.13299427387515073,1.0,0.2,0.7236616393455284,0.7278960664152904,0.618307073401167,break,click,0.9064717580327244,0.2371947552203872,0.3,1.0
605,14318.171578520261,1434.2549917994836,0.3331380367593343,0.7751905564341552,0.2763383606544716,1.0,0.2,0.7751905564341552,0.7999414110278003,0.682459923416267,break,click,3.155369491805629,0.33325521470373376,0.3,1.0
606,14383.505685100703,303.05763767690945,0.20766227433171788,0.7206410036312696,-0.29253737217215947,0.9043056815041778,0.2,0.7206410036312696,0.7622986822995154,0.7306048891884485,break,click,0.3000000000002429,0.21724696483819497,0.3,0.7674810877948542
607,14396.164094013806,189.597287974769,0.3283079417105508,0.6610655054323615,-0.319490422807533,0.6687457539921505,0.2,0.6610655054323615,0.6422001470468072,0.7629444034654815,break,click,0.3084347051057435,0.1958594778965871,0.3,0.5911433056289273
608,14414.002610816584,168.1754168896358,0.7659795888003904,0.6484122897937793,-0.06785643992012158,0.49454613924203666,0.2,0.6484122897937793,0.6579215104858536,0.8158653165513483,break,click,0.3076284182410697,0.2067445762851677,0.3,0.4082699636592749
609,14459.29175325478,13.24820846009155,0.7418221252963567,0.5997545305178263,-0.2609409665704865,0.3657232698363789,0.2,0.5997545305178263,0.5652012690812488,0.8181699144194954,break,click,0.3000000001721122,0.18027558954102654,0.3,0.3629255468008439
610,14473.922941185414,164.03316062772447,0.6433543720249271,0.5861355001989274,-0.07303589372070729,0.2704570908283893,0.2,0.5861355001989274,0.4724525517628142,0.73720899498903,break,click,0.3068226997653197,0.21811734818044837,0.3,0.4769242010990732
611,14491.700473562489,236.25326119028853,0.7282465453474962,0.599804589466837,0.07330434896268134,0.40443223372140125,0.2,0.599804589466837,0.45117678039306763,0.6402039182757492,break,click,0.3039860401907737,0.29411606623714426,0.3,0.598650302236211
612,14511.43458666413,152.0210198729576,0.6631426375900475,0.585221301810494,-0.0782069958306163,0.6971780629672767,0.2,0.585221301810494,0.761515178397899,0.8212795853078145,break,click,0.30222914379387555,0.14262987277715308,0.3,0.3065614400325666
613,14531.881824851485,146.71908120360752,0.6600978202973927,0.5718376630309814,-0.07177354015728821,0.5155721996685084,0.2,0.5718376630309814,0.6401076124632148,0.813733228785366,break,click,0.30089893079337793,0.16217198259824211,0.3,0.34947911236629403
614,14544.897427061776,184.39408036783004,0.7605294115232224,0.5790950234000891,0.03891964319041741,0.5189179492770155,0.2,0.5790950234000891,0.58113012823755,0.7916914097969158,break,click,0.3660591373622841,0.19058987711433284,0.3,0.37799569643524666
615,14555.745840811283,55.307625045853314,0.7383683724876459,0.5528444131881974,-0.1407763058489495,0.645236722061751,0.2,0.5528444131881974,0.7496202108837552,0.9042173065743885,break,click,0.3786949214384734,0.090859634594311,0.3,0.1834261044873734
616,14579.19304478235,179.12583543789236,0.789301453790189,0.5650980541609039,0.06571360800426251,0.6919384577313592,0.2,0.5650980541609039,0.6533830987694783,0.8767396199235359,break,click,0.3006410142350755,0.12686199529717515,0.3,0.24598978563980523
617,14590.747843577457,155.77943259057798,0.7065687546310503,0.561911389965149,-0.017089386107156268,0.9043056815041778,0.2,0.561911389965149,0.911970626389315,0.852598361149916,break,click,0.323769615639883,0.15771083423728965,0.3,0.32677548136391765
618,14616.45804809602,210.03333505579275,0.7460285380675316,0.5756439162535045,0.07364454788835773,0.9236243106102975,0.2,0.5756439162535045,0.7675163259539014,0.788152918970192,break,click,0.30001836325094267,0.26325721604579827,0.3,0.5281925895013698
619,14629.254091032728,187.55798271939636,0.7778515715960092,0.5845440255508986,0.047729347943745504,1.0,0.2,0.5845440255508986,0.9333554714788027,0.7547368218488728,break,click,0.369479844076437,0.3570817238449193,0.3,0.6985978101488968
620,14809.999992925228,16.59788669390842,0.734597693648053,0.5479030037636253,-0.19649782035948654,0.9043056815041778,0.2,0.5479030037636253,0.9203793080944159,0.7034391935701692,break,click,0.3,0.486427851651979,0.3,0.9849926298960126
621,14816.415033649964,3928.2681250685255,0.7334658491601384,0.6322056991255999,0.45209699623637467,1.0,0.2,0.6322056991255999,0.7637475192816834,0.6460128876053681,break,click,4.1873324781322765,0.4933863396640554,0.3,1.0
622,14822.072234413674,5302.97602171814,0.41148389361377113,0.7007884394680589,0.3677943008744001,1.0,0.2,0.7007884394680589,0.8234451680841313,0.6019826406536405,break,click,3.2138198146492805,0.3645935574455085,0.3,1.0
623,14829.888845705509,1918.990140352609,0.2724933050515968,0.7565825306615269,0.2992115605319411,1.0,0.2,0.7565825306615269,0.781747991515479,0.6478129348555706,break,click,2.4466811316371455,0.30899732202063873,0.3,1.0
624,14835.614211496544,2095.935952038034,0.25792448932660617,0.8019726768785016,0.24341746933847308,1.0,0.2,0.8019726768785016,0.7773773467979818,0.70385039324277,break,click,2.086260410432709,0.3031697957306425,0.3,1.0
625,14943.17494245414,278.91219902389184,0.4463738297903655,0.7590573572678135,-0.230145513203454,0.9043056815041778,0.2,0.7590573572678135,0.8339121489371096,0.7661141574841906,break,click,0.3,0.2792595679054643,0.3,0.7377094524246408
626,14977.529178709532,87.32547502141091,0.48666573975593197,0.6832445372560003,-0.4065676436130839,0.6687457539921505,0.2,0.6832445372560003,0.6897074864604215,0.7957417743969403,break,click,0.3000010109472783,0.21963030986332424,0.3,0.5564962403520097
627,15004.293962122914,112.08758739665446,0.8297365645234842,0.6593265847159742,-0.12826677074844017,0.49454613924203666,0.2,0.6593265847159742,0.6770486032027817,0.8431424566757019,break,click,0.30004328871240893,0.20005519487605644,0.3,0.3761180977747779
628,15021.189939691416,142.04564312835004,0.779281044508976,0.6421472541596193,-0.09212900855104866,0.3657232698363789,0.2,0.6421472541596193,0.5764389448450347,0.8525695140567954,break,click,0.30834735389003326,0.16153106987170923,0.3,0.31566767631914183
629,15032.43163275554,160.11823038865904,0.7399323315638492,0.6287151777923644,-0.07203330039187084,0.2704570908283893,0.2,0.6287151777923644,0.5014259396244909,0.8003056233935852,break,click,0.30614496963163645,0.19155648203744902,0.3,0.3862236614877418
630,15037.537781863974,0.0,0.8081058724055116,0.5868223258828492,-0.22466224158960862,0.20000651862289462,0.2,0.5868223258828492,0.47513457851047214,0.7236243782713381,break,click,0.3004783365316159,0.2550271084681143,0.3,0.48739768287856167
631,15058.463974332251,0.0,0.8330129449409109,0.5550634652289006,-0.17031585341239375,0.147907408783868,0.2,0.5550634652289006,0.4480393337900803,0.5835051075657213,break,click,0.30000001366685514,0.35990538411978273,0.3,0.6749847881929916
632,15089.15173201166,117.31062391748445,0.8449058362877728,0.5576792217937541,0.014027732811841442,0.15602339113399072,0.2,0.5576792217937541,0.4260441863489641,0.40749774209381245,friction,click,0.3000045923010853,0.47784582480759846,0.3,0.8882514520989716
633,15100.788588727162,309.3618911027832,0.7980540698540055,0.6002038232839447,0.2280501770117277,0.7962874977225172,0.2,0.6002038232839447,0.47511345407212036,0.29491116291904096,none,click,0.37300892305895417,0.5192216279416022,0.3,1.0
634,15114.458530163629,87.78384352100052,0.6171725155383582,0.5662871446887009,-0.181887761113515,0.9043056815041778,0.2,0.5662871446887009,0.8851517546615074,0.6148608414297999,break,click,0.32007528536881685,0.2647796297811033,0.3,0.5925218041492627
635,15121.735981448164,82.44644677663311,0.7263943630781343,0.547634158146385,-0.10003190467884238,0.6687457539921505,0.2,0.547634158146385,0.7616260734570822,0.6855358830985788,break,click,0.3103468294067297,0.25710469556346494,0.3,0.5241068927415737
636,15131.09172727785,64.13171231054608,0.8796644758886734,0.5424806242804714,-0.027637279813865767,0.49454613924203666,0.2,0.5424806242804714,0.6920269766123385,0.7455506878289156,break,click,0.30235289908155416,0.2513991740543968,0.3,0.4555440443091515
