step,simulated_time_sec,dopamine_level,toxicity,control_signal_u,friction_delay_applied
169,5130.066012614464,0.9043056815041778,0.7952881669904138,0.8097336178576904,2.0243340446442257
170,5172.46809527508,1.0,0.7617151112282944,0.7430971904693601,1.8577429761734001
171,5188.752324060516,1.0,0.7647362929199831,0.7088170377800618,1.7720425944501543
172,5242.277183397292,1.0,0.7777418626607291,0.6592071929571691,1.6480179823929229
173,5248.704499198575,1.0,0.6323115227263703,0.6079142080023535,0.0
174,5283.16343637271,1.0,0.7559519354946022,0.5822768351669293,0.0
175,5302.454277255763,1.0,0.5728705842536191,0.6327179692189326,0.0
176,5315.971062312623,0.9043056815041778,0.733855107010553,0.6953003575695256,1.738250893923814
177,5332.296665920183,0.6687457539921505,0.7844522545009309,0.7211658058752909,1.8029145146882273
178,5367.091786474197,0.49454613924203666,0.7800943479049386,0.7558139182132,1.889534795533
179,5390.250538936055,0.3657232698363789,0.8918325774973159,0.800618776709147,2.0015469417728675
180,5403.477140218113,0.2704570908283893,0.819799160120339,0.7772382337904106,1.9430955844760265
181,5415.973822484634,0.20000651862289462,0.8975118694324304,0.7332782402039224,1.833195600509806
182,5482.28922339565,0.147907408783868,0.7447617383613696,0.5923370743304376,1.480842685826094
183,5498.644774656728,0.3370708341432403,0.8763213248152962,0.4686420490251136,1.171605122562784
184,5507.037653384794,0.6956863254570751,0.8759295248373269,0.747896737055328,1.8697418426383199
185,5538.72064025523,0.5144690404753042,0.9015381216003946,0.7805086075049089,1.9512715187622722
186,5552.8514622937055,0.38045651311844164,0.8810323047463255,0.8019651105403578,2.0049127763508947
187,5578.954439125343,0.2813525148967466,0.8638302939968305,0.7324826167740707,1.8312065419351766
188,5588.797654370436,0.20806382571792273,0.8065181179319559,0.6308654751948949,1.5771636879872373
189,5605.687493087142,0.7319745568810286,0.8966087394293486,0.5202889524733908,1.300722381183477
190,5622.91376756751,0.9043056815041778,0.6993357961423701,0.8639863440048544,2.159965860012136
191,5662.902476895162,0.6687457539921505,0.794672061307463,0.9145174696350482,2.2862936740876205
192,5675.380844664167,0.49454613924203666,0.913360932053584,0.8742595289409801,2.18564882235245
193,5703.762946819423,0.3657232698363789,0.799154874494007,0.824704887150681,2.0617622178767023
194,5725.93109296516,0.4686872121279981,0.8726019892280612,0.8069274629593837,2.017318657398459
195,5745.743735418152,0.922545695979061,0.8056587730227145,0.858942023838799,2.1473550595969977
196,5770.1324060647175,1.0,0.8142378831120531,0.8161825247894164,2.040456311973541
197,5781.1022559311605,0.9043056815041778,0.8977393401326941,0.7686875566164347,1.9217188915410868
198,5801.58702475537,1.0,0.8679714545369898,0.7021652843347981,1.7554132108369953
199,5823.348120618198,0.9043056815041778,0.902458246112245,0.6688290999560729,1.6720727498901822
200,5829.484771823705,1.0,0.8458982904099858,0.6015030655592625,0.0
201,5856.841513929947,1.0,0.8347494978628437,0.5667978136364648,0.0
202,5864.7377256317295,1.0,0.6606756715351695,0.5280376446767917,0.0
203,5870.88106991244,0.9043056815041778,0.6019561459288707,0.5809874314092861,0.0
204,5877.323827605636,1.0,0.8980209122642568,0.6195287722647721,0.0
205,5937.976385821764,0.9043056815041778,0.684793727744819,0.6799263804244832,1.6998159510612079
206,5981.549383045693,0.999737704655533,1.0,0.7271471808147448,1.8178679520368621
207,5993.105507798894,0.9043056815041778,0.6247682880675963,0.7874205192340555,1.968551298085139
208,6013.618957608105,0.7822986261223956,0.9753529420502599,0.8046841453805662,2.0117103634514155
209,6033.1245401628585,0.7848197687218839,0.8930250094313406,0.8624559925117781,2.1561399812794453
210,6080.225414139653,0.5803843752356617,0.8691636661191844,0.8668347439222663,2.167086859805666
211,6097.129836990252,0.42920175617678313,0.8995669835061497,0.8954174184819695,2.238543546204924
212,6116.263880853695,0.31740025294518953,0.8530827735359624,0.8709175261889707,2.1772938154724266
213,6148.821307622342,0.23472159449453758,0.89527794567233,0.842235988503879,2.1055899712596977
214,6190.697457238954,0.17357965663490546,0.8336978791671773,0.7386727519557309,1.8466818798893272
215,6253.363083406241,0.12836440235665178,0.9164392271692483,0.6017900386222592,1.5044750965556482
216,6271.426268055875,0.7350869187479442,0.8949411399701879,0.4277212302353233,1.0693030755883084
217,6286.9050463920275,0.9043056815041778,0.7732837771298726,0.8133164544142255,2.033291136035564
218,6343.411994444336,0.6687457539921505,0.9845984908311407,0.9218148865693582,2.3045372164233955
219,6396.912515984947,0.49454613924203666,0.9187516358255252,0.9242692242250627,2.3106730605626566
220,6402.188836223574,0.3657232698363789,0.8539613091284807,0.8898961410623377,2.2247403526558442
221,6419.091838129421,0.39240088993843514,0.8874860136978564,0.854948565289446,2.137371413223615
222,6443.350409097974,0.8397988875921308,0.9574787649421754,0.9297076321591389,2.324269080397847
223,6455.446100390597,1.0,0.9181612041165967,0.8958266704279263,2.2395666760698156
224,6466.912737404278,0.9043056815041778,0.8310398812839878,0.8362776448178154,2.0906941120445386
225,6480.341465829646,0.769576204407105,0.8089508818183387,0.7699922094127735,1.9249805235319337
226,6496.600217421378,1.0,0.9251807798819893,0.7288904819995351,1.8222262049988378
227,6526.623454127623,1.0,0.7858264021901908,0.684927674951263,1.7123191873781576
228,6532.584880320533,1.0,0.8885174465011215,0.6380083944055684,0.0
229,6538.402915852589,1.0,1.0,0.5999256163835526,0.0
230,6547.147834979225,1.0,0.8727821638610717,0.6461090931634429,0.0
231,6581.220910772069,0.9043056815041778,0.5838605264669319,0.6901408641484232,1.7253521603710582
232,6619.348705545627,0.8565244565276317,0.9054786277989595,0.7314607871585245,1.8286519678963111
233,6662.224014499429,0.9043056815041778,0.7841800644280081,0.7934510659036296,1.9836276647590738
234,6680.31871668686,0.6687457539921505,0.8747540386825068,0.8305390733131538,2.0763476832828847
235,6692.571727172684,0.49454613924203666,0.8932417830327091,0.8683212562307949,2.170803140576987
236,6709.179207113582,0.3657232698363789,0.8991353873570527,0.9003648090207255,2.2509120225518138
237,6723.445896143372,0.2704570908283893,0.9015597364248682,0.8969620640906482,2.24240516022662
238,6739.295164117822,0.22761923336918594,0.8949300064815574,0.8313615917259373,2.078403979314843
239,6755.027300372259,0.2174990606203513,0.9401246997053929,0.7721265462993857,1.9303163657484643
240,6767.695360306065,0.22977706508968326,0.9239276483881143,0.6453212399149982,1.6133030997874955
241,6791.4689989320805,0.3016793763997903,0.827109441547018,0.6122341765189334,1.5305854412973336
242,6814.428948038154,0.6907915891519961,0.8637895310532427,0.5021557238415156,1.2553893096037891
243,6837.247415520542,0.9043056815041778,0.9963730489717872,0.9620533307952099,2.405133326988025
244,6846.480760894323,0.6687457539921505,0.9204097662702497,0.9265980871767887,2.3164952179419718
245,6864.06080261893,0.49454613924203666,0.9395651702491423,0.9264518183550371,2.3161295458875926
246,6876.466000894506,0.3657232698363789,0.952613021176897,0.9352292935380105,2.3380732338450265
247,6898.5440605627655,0.2704570908283893,0.9454159318043188,0.9226930228356547,2.306732557089137
248,6918.891004343798,0.46688999274236254,0.927791118212756,0.8394775053614916,2.098693763403729
249,6963.652060803334,0.8666207819772991,0.9086069493154876,1.0,2.5
250,6976.709230659053,0.6408772831159067,0.8625218535504251,0.8856964360716115,2.214241090179029
251,6992.074007732675,0.4739370443862549,0.8692882366951143,0.8287125303909505,2.0717813259773763
252,7012.506773242068,0.5710464054788589,0.816287757355741,0.77769298236898,1.94423245592245
253,7042.400997642356,0.8482363716501895,0.9382203251372935,0.8046896974806178,2.0117242437015443
254,7059.0386102006105,0.8130686408217834,0.8514605094572507,0.7220992039703739,1.8052480099259347
255,7105.04358456817,1.0,0.7828075614328056,0.689792341870594,1.724480854676485
